feature_code,date_code,date_start,date_end,measurement,units,value,currently_smokes_cigarettes,type_of_tenure,household_type,gender,limiting_long_term_physical_or_mental_health_condition,age,date_diff,council_area
S12000042,2017,2017,NA,Percent,Percent Of Adults,80.8,No,All,All,All,All,16-34 years,NA,Dundee City
S12000050,2017,2017,NA,Percent,Percent Of Adults,22.3,Yes,All,All,All,All,16-34 years,NA,North Lanarkshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,25.2,Yes,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,25.2,Yes,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000027,2017,2017,NA,Percent,Percent Of Adults,22.4,Yes,All,All,All,All,All,NA,Shetland Islands
S12000013,2017,2017,NA,Percent,Percent Of Adults,16.6,Yes,All,All,All,All,All,NA,Na h-Eileanan Siar
S12000029,2017,2017,NA,Percent,Percent Of Adults,16.7,Yes,All,All,All,All,All,NA,South Lanarkshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,16.7,Yes,All,All,All,All,All,NA,South Lanarkshire
S12000013,2017,2017,NA,Percent,Percent Of Adults,16.8,Yes,All,All,All,All,16-34 years,NA,Na h-Eileanan Siar
S12000049,2017,2017,NA,Percent,Percent Of Adults,18.7,Yes,All,All,All,All,16-34 years,NA,Glasgow City
S12000005,2017,2017,NA,Percent,Percent Of Adults,19.9,Yes,All,All,All,All,16-34 years,NA,Clackmannanshire
S12000038,2017,2017,NA,Percent,Percent Of Adults,17.2,Yes,All,All,All,All,16-34 years,NA,Renfrewshire
S12000038,2017,2017,NA,Percent,Percent Of Adults,17.2,Yes,All,All,All,All,16-34 years,NA,Renfrewshire
S12000023,2017,2017,NA,Percent,Percent Of Adults,18.7,Yes,All,All,All,All,All,NA,Orkney Islands
S12000028,2017,2017,NA,Percent,Percent Of Adults,16.3,Yes,All,All,All,All,16-34 years,NA,South Ayrshire
S12000019,2017,2017,NA,Percent,Percent Of Adults,76,No,All,All,All,All,35-64 years,NA,Midlothian
S12000035,2017,2017,NA,Percent,Percent Of Adults,69.9,No,All,All,All,All,16-34 years,NA,Argyll and Bute
S12000011,2017,2017,NA,Percent,Percent Of Adults,74.8,No,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,74.8,No,All,All,All,All,16-34 years,NA,East Renfrewshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,92.3,No,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,92.3,No,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000049,2017,2017,NA,Percent,Percent Of Adults,79.9,No,All,All,All,All,65 years and over,NA,Glasgow City
S12000036,2017,2017,NA,Percent,Percent Of Adults,83.9,No,All,All,All,All,16-64 years,NA,City of Edinburgh
S12000042,2017,2017,NA,Percent,Percent Of Adults,73.5,No,All,All,All,All,35-64 years,NA,Dundee City
S12000042,2017,2017,NA,Percent,Percent Of Adults,73.5,No,All,All,All,All,35-64 years,NA,Dundee City
S12000035,2017,2017,NA,Percent,Percent Of Adults,79.5,No,All,All,All,All,35-64 years,NA,Argyll and Bute
S12000036,2017,2017,NA,Percent,Percent Of Adults,83.8,No,All,All,All,All,35-64 years,NA,City of Edinburgh
S12000027,2017,2017,NA,Percent,Percent Of Adults,70.7,No,All,All,All,All,35-64 years,NA,Shetland Islands
S12000039,2017,2017,NA,Percent,Percent Of Adults,74.8,No,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,74.8,No,All,All,All,All,35-64 years,NA,West Dunbartonshire
S12000018,2017,2017,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,35-64 years,NA,Inverclyde
S12000018,2017,2017,NA,Percent,Percent Of Adults,80.1,No,All,All,All,All,35-64 years,NA,Inverclyde
S12000020,2017,2017,NA,Percent,Percent Of Adults,78,No,All,All,All,All,35-64 years,NA,Moray
S12000030,2017,2017,NA,Percent,Percent Of Adults,94.7,No,All,All,All,All,65 years and over,NA,Stirling
S12000017,2017,2017,NA,Percent,Percent Of Adults,82.4,No,All,All,All,All,35-64 years,NA,Highland
S12000019,2017,2017,NA,Percent,Percent Of Adults,89.3,No,All,All,All,All,65 years and over,NA,Midlothian
S12000034,2017,2017,NA,Percent,Percent Of Adults,82,No,All,All,All,All,35-64 years,NA,Aberdeenshire
S12000049,2017,2017,NA,Percent,Percent Of Adults,72.4,No,All,All,All,All,35-64 years,NA,Glasgow City
S12000039,2017,2017,NA,Percent,Percent Of Adults,76.3,No,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,76.3,No,All,All,All,All,16-34 years,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,91,No,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,91,No,All,All,All,All,65 years and over,NA,West Dunbartonshire
S12000020,2017,2017,NA,Percent,Percent Of Adults,90.6,No,All,All,All,All,65 years and over,NA,Moray
S12000035,2017,2017,NA,Percent,Percent Of Adults,90.1,No,All,All,All,All,65 years and over,NA,Argyll and Bute
S12000008,2017,2017,NA,Percent,Percent Of Adults,77.1,No,All,All,All,All,16-34 years,NA,East Ayrshire
S12000030,2017,2017,NA,Percent,Percent Of Adults,79.9,No,All,All,All,All,16-34 years,NA,Stirling
S12000026,2017,2017,NA,Percent,Percent Of Adults,92.6,No,All,All,All,All,65 years and over,NA,Scottish Borders
S12000030,2017,2017,NA,Percent,Percent Of Adults,89,No,All,All,All,All,35-64 years,NA,Stirling
S12000028,2017,2017,NA,Percent,Percent Of Adults,82,No,All,All,All,All,35-64 years,NA,South Ayrshire
S12000035,2017,2017,NA,Percent,Percent Of Adults,76.4,No,All,All,All,All,16-64 years,NA,Argyll and Bute
S12000021,2017,2017,NA,Percent,Percent Of Adults,87.6,No,All,All,All,All,65 years and over,NA,North Ayrshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,81.7,No,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,81.7,No,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000006,2017,2017,NA,Percent,Percent Of Adults,76,No,All,All,All,All,35-64 years,NA,Dumfries and Galloway
S12000014,2017,2017,NA,Percent,Percent Of Adults,84.8,No,All,All,All,All,35-64 years,NA,Falkirk
S12000026,2017,2017,NA,Percent,Percent Of Adults,79.9,No,All,All,All,All,16-64 years,NA,Scottish Borders
S12000040,2017,2017,NA,Percent,Percent Of Adults,80.7,No,All,All,All,All,35-64 years,NA,West Lothian
S12000014,2017,2017,NA,Percent,Percent Of Adults,13.9,Yes,All,All,All,All,All,NA,Falkirk
S12000018,2017,2017,NA,Percent,Percent Of Adults,16.9,Yes,All,All,All,All,All,NA,Inverclyde
S12000018,2017,2017,NA,Percent,Percent Of Adults,16.9,Yes,All,All,All,All,All,NA,Inverclyde
S12000006,2017,2017,NA,Percent,Percent Of Adults,23,Yes,All,All,All,All,35-64 years,NA,Dumfries and Galloway
S12000011,2017,2017,NA,Percent,Percent Of Adults,9.8,Yes,All,All,All,All,35-64 years,NA,East Renfrewshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,9.8,Yes,All,All,All,All,35-64 years,NA,East Renfrewshire
S12000005,2017,2017,NA,Percent,Percent Of Adults,21.5,Yes,All,All,All,All,35-64 years,NA,Clackmannanshire
S12000028,2017,2017,NA,Percent,Percent Of Adults,18,Yes,All,All,All,All,35-64 years,NA,South Ayrshire
S12000040,2017,2017,NA,Percent,Percent Of Adults,20.4,Yes,All,All,All,All,16-64 years,NA,West Lothian
S12000033,2017,2017,NA,Percent,Percent Of Adults,18.4,Yes,All,All,All,All,16-64 years,NA,Aberdeen City
S12000017,2017,2017,NA,Percent,Percent Of Adults,17.6,Yes,All,All,All,All,35-64 years,NA,Highland
S12000040,2017,2017,NA,Percent,Percent Of Adults,18.9,Yes,All,All,All,All,35-64 years,NA,West Lothian
S12000030,2017,2017,NA,Percent,Percent Of Adults,11,Yes,All,All,All,All,35-64 years,NA,Stirling
S12000018,2017,2017,NA,Percent,Percent Of Adults,19.9,Yes,All,All,All,All,35-64 years,NA,Inverclyde
S12000018,2017,2017,NA,Percent,Percent Of Adults,19.9,Yes,All,All,All,All,35-64 years,NA,Inverclyde
S12000047,2017,2017,NA,Percent,Percent Of Adults,17.7,Yes,All,All,All,All,All,NA,Fife
S12000029,2017,2017,NA,Percent,Percent Of Adults,18.3,Yes,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,18.3,Yes,All,All,All,All,35-64 years,NA,South Lanarkshire
S12000041,2017,2017,NA,Percent,Percent Of Adults,21.1,Yes,All,All,All,All,16-64 years,NA,Angus
S12000041,2017,2017,NA,Percent,Percent Of Adults,21.1,Yes,All,All,All,All,16-64 years,NA,Angus
S12000005,2017,2017,NA,Percent,Percent Of Adults,21,Yes,All,All,All,All,16-64 years,NA,Clackmannanshire
S12000020,2017,2017,NA,Percent,Percent Of Adults,22,Yes,All,All,All,All,35-64 years,NA,Moray
S12000036,2017,2017,NA,Percent,Percent Of Adults,16.2,Yes,All,All,All,All,35-64 years,NA,City of Edinburgh
S12000027,2017,2017,NA,Percent,Percent Of Adults,29.3,Yes,All,All,All,All,35-64 years,NA,Shetland Islands
S12000026,2017,2017,NA,Percent,Percent Of Adults,15.3,Yes,All,All,All,All,35-64 years,NA,Scottish Borders
S12000035,2017,2017,NA,Percent,Percent Of Adults,30.1,Yes,All,All,All,All,16-34 years,NA,Argyll and Bute
S12000047,2017,2017,NA,Percent,Percent Of Adults,18.5,Yes,All,All,All,All,35-64 years,NA,Fife
S12000038,2017,2017,NA,Percent,Percent Of Adults,17.3,Yes,All,All,All,All,All,NA,Renfrewshire
S12000038,2017,2017,NA,Percent,Percent Of Adults,17.3,Yes,All,All,All,All,All,NA,Renfrewshire
S12000010,2017,2017,NA,Percent,Percent Of Adults,24.5,Yes,All,All,All,All,35-64 years,NA,East Lothian
S12000033,2017,2017,NA,Percent,Percent Of Adults,20,Yes,All,All,All,All,35-64 years,NA,Aberdeen City
S12000019,2017,2017,NA,Percent,Percent Of Adults,24,Yes,All,All,All,All,35-64 years,NA,Midlothian
S12000008,2017,2017,NA,Percent,Percent Of Adults,21.3,Yes,All,All,All,All,35-64 years,NA,East Ayrshire
S12000035,2017,2017,NA,Percent,Percent Of Adults,20.6,Yes,All,All,All,All,35-64 years,NA,Argyll and Bute
S12000038,2017,2017,NA,Percent,Percent Of Adults,18.6,Yes,All,All,All,All,35-64 years,NA,Renfrewshire
S12000038,2017,2017,NA,Percent,Percent Of Adults,18.6,Yes,All,All,All,All,35-64 years,NA,Renfrewshire
S12000036,2017,2017,NA,Percent,Percent Of Adults,15.1,Yes,All,All,All,All,All,NA,City of Edinburgh
S12000039,2017,2017,NA,Percent,Percent Of Adults,20.8,Yes,All,All,All,All,All,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,20.8,Yes,All,All,All,All,All,NA,West Dunbartonshire
S12000028,2017,2017,NA,Percent,Percent Of Adults,15.2,Yes,All,All,All,All,All,NA,South Ayrshire
S12000050,2017,2017,NA,Percent,Percent Of Adults,22.5,Yes,All,All,All,All,All,NA,North Lanarkshire
S12000041,2017,2017,NA,Percent,Percent Of Adults,17.9,Yes,All,All,All,All,All,NA,Angus
S12000041,2017,2017,NA,Percent,Percent Of Adults,17.9,Yes,All,All,All,All,All,NA,Angus
S12000030,2017,2017,NA,Percent,Percent Of Adults,5.3,Yes,All,All,All,All,65 years and over,NA,Stirling
S12000006,2017,2017,NA,Percent,Percent Of Adults,29.2,Yes,All,All,All,All,16-34 years,NA,Dumfries and Galloway
S12000019,2017,2017,NA,Percent,Percent Of Adults,19.9,Yes,All,All,All,All,All,NA,Midlothian
S12000014,2017,2017,NA,Percent,Percent Of Adults,11.3,Yes,All,All,All,All,65 years and over,NA,Falkirk
S12000033,2017,2017,NA,Percent,Percent Of Adults,14.6,Yes,All,All,All,All,65 years and over,NA,Aberdeen City
S12000017,2017,2017,NA,Percent,Percent Of Adults,6.4,Yes,All,All,All,All,65 years and over,NA,Highland
S12000036,2017,2017,NA,Percent,Percent Of Adults,15.3,Yes,All,All,All,All,16-34 years,NA,City of Edinburgh
S12000042,2017,2017,NA,Percent,Percent Of Adults,14.2,Yes,All,All,All,All,65 years and over,NA,Dundee City
S12000042,2017,2017,NA,Percent,Percent Of Adults,14.2,Yes,All,All,All,All,65 years and over,NA,Dundee City
S12000008,2017,2017,NA,Percent,Percent Of Adults,22.9,Yes,All,All,All,All,16-34 years,NA,East Ayrshire
S12000020,2017,2017,NA,Percent,Percent Of Adults,19.6,Yes,All,All,All,All,All,NA,Moray
S12000045,2017,2017,NA,Percent,Percent Of Adults,7.7,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,7.7,Yes,All,All,All,All,16-34 years,NA,East Dunbartonshire
S12000014,2017,2017,NA,Percent,Percent Of Adults,13.9,Yes,All,All,All,All,16-34 years,NA,Falkirk
S12000041,2017,2017,NA,Percent,Percent Of Adults,27.8,Yes,All,All,All,All,16-34 years,NA,Angus
S12000041,2017,2017,NA,Percent,Percent Of Adults,27.8,Yes,All,All,All,All,16-34 years,NA,Angus
S12000047,2017,2017,NA,Percent,Percent Of Adults,23.9,Yes,All,All,All,All,16-34 years,NA,Fife
S12000048,2017,2017,NA,Percent,Percent Of Adults,16.5,Yes,All,All,All,All,16-34 years,NA,Perth and Kinross
S12000029,2017,2017,NA,Percent,Percent Of Adults,20.2,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,20.2,Yes,All,All,All,All,16-34 years,NA,South Lanarkshire
S12000040,2017,2017,NA,Percent,Percent Of Adults,9.5,Yes,All,All,All,All,65 years and over,NA,West Lothian
S12000049,2017,2017,NA,Percent,Percent Of Adults,19.8,Yes,All,All,All,All,65 years and over,NA,Glasgow City
S12000020,2017,2017,NA,Percent,Percent Of Adults,25,Yes,All,All,All,All,16-34 years,NA,Moray
S12000023,2017,2017,NA,Percent,Percent Of Adults,39,Yes,All,All,All,All,16-34 years,NA,Orkney Islands
S12000021,2017,2017,NA,Percent,Percent Of Adults,21.7,Yes,All,All,All,All,16-34 years,NA,North Ayrshire
S12000017,2017,2017,NA,Percent,Percent Of Adults,23.9,Yes,All,All,All,All,16-34 years,NA,Highland
S12000048,2017,2017,NA,Percent,Percent Of Adults,11,Yes,All,All,All,All,65 years and over,NA,Perth and Kinross
S12000040,2017,2017,NA,Percent,Percent Of Adults,23.2,Yes,All,All,All,All,16-34 years,NA,West Lothian
S12000026,2017,2017,NA,Percent,Percent Of Adults,7.4,Yes,All,All,All,All,65 years and over,NA,Scottish Borders
S12000006,2017,2017,NA,Percent,Percent Of Adults,7.2,Yes,All,All,All,All,65 years and over,NA,Dumfries and Galloway
S12000026,2017,2017,NA,Percent,Percent Of Adults,16.4,Yes,All,All,All,All,All,NA,Scottish Borders
S12000049,2017,2017,NA,Percent,Percent Of Adults,27.5,Yes,All,All,All,All,35-64 years,NA,Glasgow City
S12000042,2017,2017,NA,Percent,Percent Of Adults,23.1,Yes,All,All,All,All,16-64 years,NA,Dundee City
S12000042,2017,2017,NA,Percent,Percent Of Adults,23.1,Yes,All,All,All,All,16-64 years,NA,Dundee City
S12000026,2017,2017,NA,Percent,Percent Of Adults,20.1,Yes,All,All,All,All,16-64 years,NA,Scottish Borders
S12000017,2017,2017,NA,Percent,Percent Of Adults,19.7,Yes,All,All,All,All,16-64 years,NA,Highland
S12000006,2017,2017,NA,Percent,Percent Of Adults,25,Yes,All,All,All,All,16-64 years,NA,Dumfries and Galloway
S12000034,2017,2017,NA,Percent,Percent Of Adults,18,Yes,All,All,All,All,35-64 years,NA,Aberdeenshire
S12000023,2017,2017,NA,Percent,Percent Of Adults,15.7,Yes,All,All,All,All,35-64 years,NA,Orkney Islands
S12000013,2017,2017,NA,Percent,Percent Of Adults,21.1,Yes,All,All,All,All,35-64 years,NA,Na h-Eileanan Siar
S12000048,2017,2017,NA,Percent,Percent Of Adults,9.1,Yes,All,All,All,All,35-64 years,NA,Perth and Kinross
S12000021,2017,2017,NA,Percent,Percent Of Adults,21.8,Yes,All,All,All,All,All,NA,North Ayrshire
S12000048,2017,2017,NA,Percent,Percent Of Adults,11.1,Yes,All,All,Male,All,All,NA,Perth and Kinross
S12000039,2017,2017,NA,Percent,Percent Of Adults,23.3,Yes,All,All,Male,All,All,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,23.3,Yes,All,All,Male,All,All,NA,West Dunbartonshire
S12000033,2017,2017,NA,Percent,Percent Of Adults,80.3,No,All,All,Male,All,All,NA,Aberdeen City
S12000034,2017,2017,NA,Percent,Percent Of Adults,15.2,Yes,All,All,Male,All,All,NA,Aberdeenshire
S12000047,2017,2017,NA,Percent,Percent Of Adults,19.6,Yes,All,All,Male,All,All,NA,Fife
S12000038,2017,2017,NA,Percent,Percent Of Adults,82.3,No,All,All,Male,All,All,NA,Renfrewshire
S12000038,2017,2017,NA,Percent,Percent Of Adults,82.3,No,All,All,Male,All,All,NA,Renfrewshire
S12000013,2017,2017,NA,Percent,Percent Of Adults,77.8,No,All,All,Male,All,All,NA,Na h-Eileanan Siar
S12000014,2017,2017,NA,Percent,Percent Of Adults,87.1,No,All,All,Male,All,All,NA,Falkirk
S12000035,2017,2017,NA,Percent,Percent Of Adults,24.8,Yes,All,All,Male,All,All,NA,Argyll and Bute
S12000005,2017,2017,NA,Percent,Percent Of Adults,80.6,No,All,All,Male,All,All,NA,Clackmannanshire
S12000034,2017,2017,NA,Percent,Percent Of Adults,84.8,No,All,All,Male,All,All,NA,Aberdeenshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,12.6,Yes,All,All,Male,All,All,NA,East Dunbartonshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,12.6,Yes,All,All,Male,All,All,NA,East Dunbartonshire
S12000006,2017,2017,NA,Percent,Percent Of Adults,77.8,No,All,All,Male,All,All,NA,Dumfries and Galloway
S12000010,2017,2017,NA,Percent,Percent Of Adults,80.2,No,All,All,Male,All,All,NA,East Lothian
S12000042,2017,2017,NA,Percent,Percent Of Adults,77.8,No,All,All,Male,All,All,NA,Dundee City
S12000042,2017,2017,NA,Percent,Percent Of Adults,77.8,No,All,All,Male,All,All,NA,Dundee City
S12000050,2017,2017,NA,Percent,Percent Of Adults,23.1,Yes,All,All,Female,All,All,NA,North Lanarkshire
S12000008,2017,2017,NA,Percent,Percent Of Adults,18.6,Yes,All,All,Female,All,All,NA,East Ayrshire
S12000027,2017,2017,NA,Percent,Percent Of Adults,19.3,Yes,All,All,Female,All,All,NA,Shetland Islands
S12000040,2017,2017,NA,Percent,Percent Of Adults,77.5,No,All,All,Male,All,All,NA,West Lothian
S12000017,2017,2017,NA,Percent,Percent Of Adults,81,No,All,All,Male,All,All,NA,Highland
S12000021,2017,2017,NA,Percent,Percent Of Adults,76.4,No,All,All,Male,All,All,NA,North Ayrshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,87.4,No,All,All,Male,All,All,NA,East Dunbartonshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,87.4,No,All,All,Male,All,All,NA,East Dunbartonshire
S12000049,2017,2017,NA,Percent,Percent Of Adults,27.5,Yes,All,All,Male,All,All,NA,Glasgow City
S12000027,2017,2017,NA,Percent,Percent Of Adults,74.5,No,All,All,Male,All,All,NA,Shetland Islands
S12000048,2017,2017,NA,Percent,Percent Of Adults,88.5,No,All,All,Male,All,All,NA,Perth and Kinross
S12000011,2017,2017,NA,Percent,Percent Of Adults,82.4,No,All,All,Male,All,All,NA,East Renfrewshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,82.4,No,All,All,Male,All,All,NA,East Renfrewshire
S12000019,2017,2017,NA,Percent,Percent Of Adults,80.2,No,All,All,Male,All,All,NA,Midlothian
S12000008,2017,2017,NA,Percent,Percent Of Adults,80.2,No,All,All,Male,All,All,NA,East Ayrshire
S12000047,2017,2017,NA,Percent,Percent Of Adults,80.4,No,All,All,Male,All,All,NA,Fife
S12000018,2017,2017,NA,Percent,Percent Of Adults,83.7,No,All,All,Male,All,All,NA,Inverclyde
S12000018,2017,2017,NA,Percent,Percent Of Adults,83.7,No,All,All,Male,All,All,NA,Inverclyde
S12000020,2017,2017,NA,Percent,Percent Of Adults,80.6,No,All,All,Male,All,All,NA,Moray
S12000035,2017,2017,NA,Percent,Percent Of Adults,75.2,No,All,All,Male,All,All,NA,Argyll and Bute
S12000026,2017,2017,NA,Percent,Percent Of Adults,15.8,Yes,All,All,Male,All,All,NA,Scottish Borders
S12000017,2017,2017,NA,Percent,Percent Of Adults,18.7,Yes,All,All,Male,All,All,NA,Highland
S12000010,2017,2017,NA,Percent,Percent Of Adults,19.8,Yes,All,All,Male,All,All,NA,East Lothian
S12000030,2017,2017,NA,Percent,Percent Of Adults,89.7,No,All,All,Male,All,All,NA,Stirling
S12000040,2017,2017,NA,Percent,Percent Of Adults,22.1,Yes,All,All,Male,All,All,NA,West Lothian
S12000026,2017,2017,NA,Percent,Percent Of Adults,84.2,No,All,All,Male,All,All,NA,Scottish Borders
S12000041,2017,2017,NA,Percent,Percent Of Adults,82.5,No,All,All,Male,All,All,NA,Angus
S12000041,2017,2017,NA,Percent,Percent Of Adults,82.5,No,All,All,Male,All,All,NA,Angus
S12000039,2017,2017,NA,Percent,Percent Of Adults,76.5,No,All,All,Male,All,All,NA,West Dunbartonshire
S12000039,2017,2017,NA,Percent,Percent Of Adults,76.5,No,All,All,Male,All,All,NA,West Dunbartonshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,79.7,No,All,All,Male,All,All,NA,South Lanarkshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,79.7,No,All,All,Male,All,All,NA,South Lanarkshire
S12000028,2017,2017,NA,Percent,Percent Of Adults,84.2,No,All,All,Male,All,All,NA,South Ayrshire
S12000042,2017,2017,NA,Percent,Percent Of Adults,22.2,Yes,All,All,Male,All,All,NA,Dundee City
S12000042,2017,2017,NA,Percent,Percent Of Adults,22.2,Yes,All,All,Male,All,All,NA,Dundee City
S12000033,2017,2017,NA,Percent,Percent Of Adults,19.5,Yes,All,All,Male,All,All,NA,Aberdeen City
S12000029,2017,2017,NA,Percent,Percent Of Adults,20.3,Yes,All,All,Male,All,All,NA,South Lanarkshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,20.3,Yes,All,All,Male,All,All,NA,South Lanarkshire
S12000030,2017,2017,NA,Percent,Percent Of Adults,10.3,Yes,All,All,Male,All,All,NA,Stirling
S12000011,2017,2017,NA,Percent,Percent Of Adults,17.6,Yes,All,All,Male,All,All,NA,East Renfrewshire
S12000011,2017,2017,NA,Percent,Percent Of Adults,17.6,Yes,All,All,Male,All,All,NA,East Renfrewshire
S12000006,2017,2017,NA,Percent,Percent Of Adults,21.1,Yes,All,All,Male,All,All,NA,Dumfries and Galloway
S12000027,2017,2017,NA,Percent,Percent Of Adults,25.5,Yes,All,All,Male,All,All,NA,Shetland Islands
S12000018,2017,2017,NA,Percent,Percent Of Adults,16.3,Yes,All,All,Male,All,All,NA,Inverclyde
S12000018,2017,2017,NA,Percent,Percent Of Adults,16.3,Yes,All,All,Male,All,All,NA,Inverclyde
S12000038,2017,2017,NA,Percent,Percent Of Adults,17.7,Yes,All,All,Male,All,All,NA,Renfrewshire
S12000038,2017,2017,NA,Percent,Percent Of Adults,17.7,Yes,All,All,Male,All,All,NA,Renfrewshire
S12000028,2017,2017,NA,Percent,Percent Of Adults,15.9,Yes,All,All,Male,All,All,NA,South Ayrshire
S12000021,2017,2017,NA,Percent,Percent Of Adults,23.6,Yes,All,All,Male,All,All,NA,North Ayrshire
S12000041,2017,2017,NA,Percent,Percent Of Adults,17.1,Yes,All,All,Male,All,All,NA,Angus
S12000041,2017,2017,NA,Percent,Percent Of Adults,17.1,Yes,All,All,Male,All,All,NA,Angus
S12000023,2017,2017,NA,Percent,Percent Of Adults,22,Yes,All,All,Male,All,All,NA,Orkney Islands
S12000008,2017,2017,NA,Percent,Percent Of Adults,19.8,Yes,All,All,Male,All,All,NA,East Ayrshire
S12000023,2017,2017,NA,Percent,Percent Of Adults,78,No,All,All,Male,All,All,NA,Orkney Islands
S12000036,2017,2017,NA,Percent,Percent Of Adults,82.9,No,All,All,Male,All,All,NA,City of Edinburgh
S12000013,2017,2017,NA,Percent,Percent Of Adults,22.2,Yes,All,All,Male,All,All,NA,Na h-Eileanan Siar
S12000005,2017,2017,NA,Percent,Percent Of Adults,19.4,Yes,All,All,Male,All,All,NA,Clackmannanshire
S12000036,2017,2017,NA,Percent,Percent Of Adults,16.9,Yes,All,All,Male,All,All,NA,City of Edinburgh
S12000020,2017,2017,NA,Percent,Percent Of Adults,19.5,Yes,All,All,Male,All,All,NA,Moray
S12000019,2017,2017,NA,Percent,Percent Of Adults,19.9,Yes,All,All,Male,All,All,NA,Midlothian
S12000014,2017,2017,NA,Percent,Percent Of Adults,12.7,Yes,All,All,Male,All,All,NA,Falkirk
S12000050,2017,2017,NA,Percent,Percent Of Adults,21.8,Yes,All,All,Male,All,All,NA,North Lanarkshire
S12000050,2017,2017,NA,Percent,Percent Of Adults,78.2,No,All,All,Male,All,All,NA,North Lanarkshire
S12000049,2017,2017,NA,Percent,Percent Of Adults,72.4,No,All,All,Male,All,All,NA,Glasgow City
S12000019,2017,2017,NA,Percent,Percent Of Adults,80,No,All,All,Female,All,All,NA,Midlothian
S12000020,2017,2017,NA,Percent,Percent Of Adults,80.2,No,All,All,Female,All,All,NA,Moray
S12000038,2017,2017,NA,Percent,Percent Of Adults,16.9,Yes,All,All,Female,All,All,NA,Renfrewshire
S12000038,2017,2017,NA,Percent,Percent Of Adults,16.9,Yes,All,All,Female,All,All,NA,Renfrewshire
S12000030,2017,2017,NA,Percent,Percent Of Adults,13.6,Yes,All,All,Female,All,All,NA,Stirling
S12000029,2017,2017,NA,Percent,Percent Of Adults,13.5,Yes,All,All,Female,All,All,NA,South Lanarkshire
S12000029,2017,2017,NA,Percent,Percent Of Adults,13.5,Yes,All,All,Female,All,All,NA,South Lanarkshire
S12000034,2017,2017,NA,Percent,Percent Of Adults,83.9,No,All,All,Female,All,All,NA,Aberdeenshire
S12000005,2017,2017,NA,Percent,Percent Of Adults,21,Yes,All,All,Female,All,All,NA,Clackmannanshire
S12000030,2017,2017,NA,Percent,Percent Of Adults,85.5,No,All,All,Female,All,All,NA,Stirling
S12000048,2017,2017,NA,Percent,Percent Of Adults,88.3,No,All,All,Female,All,All,NA,Perth and Kinross
S12000040,2017,2017,NA,Percent,Percent Of Adults,14.6,Yes,All,All,Female,All,All,NA,West Lothian
S12000017,2017,2017,NA,Percent,Percent Of Adults,86.2,No,All,All,Female,All,All,NA,Highland
S12000035,2017,2017,NA,Percent,Percent Of Adults,23.6,Yes,All,All,All,All,16-64 years,NA,Argyll and Bute
S12000020,2017,2017,NA,Percent,Percent Of Adults,23.1,Yes,All,All,All,All,16-64 years,NA,Moray
S12000045,2017,2017,NA,Percent,Percent Of Adults,89.7,No,All,All,Female,All,All,NA,East Dunbartonshire
S12000045,2017,2017,NA,Percent,Percent Of Adults,89.7,No,All,All,Female,All,All,NA,East Dunbartonshire
S12000008,2017,2017,NA,Percent,Percent Of Adults,81.4,No,All,All,Female,All,All,NA,East Ayrshire
