feature_code,date_code,measurement,units,value,sex,age,simd_quintiles,urban_rural_classification
S16000107,2015-2017,Count,Years,82.87,Female,0 years,All,All
S16000107,2015-2017,95% Lower Confidence Limit,Years,78.13,Male,0 years,All,All
S16000108,2015-2017,95% Upper Confidence Limit,Years,84.27,Female,0 years,All,All
S16000108,2015-2017,95% Lower Confidence Limit,Years,82.94,Female,0 years,All,All
S16000108,2015-2017,95% Upper Confidence Limit,Years,80.89,Male,0 years,All,All
S16000108,2015-2017,95% Lower Confidence Limit,Years,79.37,Male,0 years,All,All
S16000108,2015-2017,Count,Years,83.61,Female,0 years,All,All
S16000108,2015-2017,Count,Years,80.13,Male,0 years,All,All
S16000109,2015-2017,95% Lower Confidence Limit,Years,78.79,Male,0 years,All,All
S16000109,2015-2017,Count,Years,79.56,Male,0 years,All,All
S16000109,2015-2017,Count,Years,83.88,Female,0 years,All,All
S16000109,2015-2017,95% Upper Confidence Limit,Years,84.58,Female,0 years,All,All
S16000109,2015-2017,95% Upper Confidence Limit,Years,80.32,Male,0 years,All,All
S16000109,2015-2017,95% Lower Confidence Limit,Years,83.17,Female,0 years,All,All
S16000110,2015-2017,Count,Years,82.77,Female,0 years,All,All
S16000110,2015-2017,Count,Years,76.81,Male,0 years,All,All
S16000110,2015-2017,95% Lower Confidence Limit,Years,75.39,Male,0 years,All,All
S16000110,2015-2017,95% Upper Confidence Limit,Years,78.23,Male,0 years,All,All
S16000110,2015-2017,95% Lower Confidence Limit,Years,81.69,Female,0 years,All,All
S16000110,2015-2017,95% Upper Confidence Limit,Years,83.86,Female,0 years,All,All
S16000111,2015-2017,95% Lower Confidence Limit,Years,77.99,Male,0 years,All,All
S16000111,2015-2017,Count,Years,82.21,Female,0 years,All,All
S16000111,2015-2017,95% Lower Confidence Limit,Years,81.47,Female,0 years,All,All
S16000111,2015-2017,95% Upper Confidence Limit,Years,82.96,Female,0 years,All,All
S16000111,2015-2017,Count,Years,78.81,Male,0 years,All,All
S16000111,2015-2017,95% Upper Confidence Limit,Years,79.62,Male,0 years,All,All
S16000112,2015-2017,95% Upper Confidence Limit,Years,78.83,Male,0 years,All,All
S16000112,2015-2017,Count,Years,81.44,Female,0 years,All,All
S16000112,2015-2017,95% Lower Confidence Limit,Years,80.76,Female,0 years,All,All
S16000112,2015-2017,95% Lower Confidence Limit,Years,77.31,Male,0 years,All,All
S16000112,2015-2017,95% Upper Confidence Limit,Years,82.13,Female,0 years,All,All
S16000112,2015-2017,Count,Years,78.07,Male,0 years,All,All
S16000113,2015-2017,Count,Years,79.59,Female,0 years,All,All
S16000113,2015-2017,95% Upper Confidence Limit,Years,80.35,Female,0 years,All,All
S16000113,2015-2017,95% Lower Confidence Limit,Years,78.83,Female,0 years,All,All
S16000113,2015-2017,95% Upper Confidence Limit,Years,77.18,Male,0 years,All,All
S16000113,2015-2017,Count,Years,76.37,Male,0 years,All,All
S16000113,2015-2017,95% Lower Confidence Limit,Years,75.56,Male,0 years,All,All
S16000114,2015-2017,95% Lower Confidence Limit,Years,76.82,Male,0 years,All,All
S16000114,2015-2017,95% Lower Confidence Limit,Years,80.85,Female,0 years,All,All
S16000114,2015-2017,Count,Years,77.61,Male,0 years,All,All
S16000114,2015-2017,Count,Years,81.6,Female,0 years,All,All
S16000114,2015-2017,95% Upper Confidence Limit,Years,82.36,Female,0 years,All,All
S16000114,2015-2017,95% Upper Confidence Limit,Years,78.4,Male,0 years,All,All
S16000115,2015-2017,95% Lower Confidence Limit,Years,78.95,Female,0 years,All,All
S16000115,2015-2017,95% Upper Confidence Limit,Years,80.48,Female,0 years,All,All
S16000115,2015-2017,Count,Years,73.89,Male,0 years,All,All
S16000115,2015-2017,95% Lower Confidence Limit,Years,73.14,Male,0 years,All,All
S16000115,2015-2017,95% Upper Confidence Limit,Years,74.64,Male,0 years,All,All
S16000115,2015-2017,Count,Years,79.72,Female,0 years,All,All
S16000116,2015-2017,95% Lower Confidence Limit,Years,74.87,Male,0 years,All,All
S16000116,2015-2017,95% Upper Confidence Limit,Years,82.14,Female,0 years,All,All
S16000116,2015-2017,Count,Years,75.64,Male,0 years,All,All
S16000116,2015-2017,95% Lower Confidence Limit,Years,80.48,Female,0 years,All,All
S16000116,2015-2017,95% Upper Confidence Limit,Years,76.4,Male,0 years,All,All
S16000116,2015-2017,Count,Years,81.31,Female,0 years,All,All
S16000117,2015-2017,95% Lower Confidence Limit,Years,78.93,Female,0 years,All,All
S16000117,2015-2017,95% Upper Confidence Limit,Years,75.29,Male,0 years,All,All
S16000117,2015-2017,Count,Years,74.34,Male,0 years,All,All
S16000117,2015-2017,Count,Years,79.88,Female,0 years,All,All
S16000117,2015-2017,95% Lower Confidence Limit,Years,73.39,Male,0 years,All,All
S16000117,2015-2017,95% Upper Confidence Limit,Years,80.84,Female,0 years,All,All
S16000118,2015-2017,95% Upper Confidence Limit,Years,72.62,Male,0 years,All,All
S16000118,2015-2017,Count,Years,71.81,Male,0 years,All,All
S16000118,2015-2017,Count,Years,77.47,Female,0 years,All,All
S16000118,2015-2017,95% Lower Confidence Limit,Years,76.74,Female,0 years,All,All
S16000118,2015-2017,95% Lower Confidence Limit,Years,71,Male,0 years,All,All
S16000118,2015-2017,95% Upper Confidence Limit,Years,78.2,Female,0 years,All,All
S16000119,2015-2017,Count,Years,72.6,Male,0 years,All,All
S16000119,2015-2017,95% Upper Confidence Limit,Years,73.43,Male,0 years,All,All
S16000119,2015-2017,95% Lower Confidence Limit,Years,71.77,Male,0 years,All,All
S16000119,2015-2017,95% Upper Confidence Limit,Years,78.5,Female,0 years,All,All
S16000119,2015-2017,95% Lower Confidence Limit,Years,76.93,Female,0 years,All,All
S16000119,2015-2017,Count,Years,77.71,Female,0 years,All,All
S16000121,2015-2017,Count,Years,78.26,Female,0 years,All,All
S16000121,2015-2017,95% Lower Confidence Limit,Years,77.49,Female,0 years,All,All
S16000121,2015-2017,Count,Years,72.73,Male,0 years,All,All
S16000121,2015-2017,95% Lower Confidence Limit,Years,71.98,Male,0 years,All,All
S16000121,2015-2017,95% Upper Confidence Limit,Years,73.48,Male,0 years,All,All
S16000121,2015-2017,95% Upper Confidence Limit,Years,79.02,Female,0 years,All,All
S16000122,2015-2017,95% Lower Confidence Limit,Years,72.81,Male,0 years,All,All
S16000122,2015-2017,95% Lower Confidence Limit,Years,77.63,Female,0 years,All,All
S16000122,2015-2017,95% Upper Confidence Limit,Years,79.35,Female,0 years,All,All
S16000122,2015-2017,95% Upper Confidence Limit,Years,74.59,Male,0 years,All,All
S16000122,2015-2017,Count,Years,78.49,Female,0 years,All,All
S16000122,2015-2017,Count,Years,73.7,Male,0 years,All,All
S16000123,2015-2017,Count,Years,79.24,Female,0 years,All,All
S16000123,2015-2017,95% Lower Confidence Limit,Years,74.04,Male,0 years,All,All
S16000123,2015-2017,95% Upper Confidence Limit,Years,75.59,Male,0 years,All,All
S16000123,2015-2017,95% Lower Confidence Limit,Years,78.48,Female,0 years,All,All
S16000123,2015-2017,95% Upper Confidence Limit,Years,80.01,Female,0 years,All,All
S16000123,2015-2017,Count,Years,74.81,Male,0 years,All,All
S16000124,2015-2017,95% Upper Confidence Limit,Years,76.34,Male,0 years,All,All
S16000124,2015-2017,95% Lower Confidence Limit,Years,79.46,Female,0 years,All,All
S16000124,2015-2017,Count,Years,75.5,Male,0 years,All,All
S16000124,2015-2017,95% Upper Confidence Limit,Years,80.83,Female,0 years,All,All
S16000124,2015-2017,95% Lower Confidence Limit,Years,74.66,Male,0 years,All,All
S16000124,2015-2017,Count,Years,80.14,Female,0 years,All,All
S16000125,2015-2017,Count,Years,82.01,Female,0 years,All,All
S16000125,2015-2017,95% Upper Confidence Limit,Years,78.26,Male,0 years,All,All
S16000125,2015-2017,Count,Years,77.47,Male,0 years,All,All
S16000125,2015-2017,95% Lower Confidence Limit,Years,81.31,Female,0 years,All,All
S16000125,2015-2017,95% Upper Confidence Limit,Years,82.72,Female,0 years,All,All
S16000125,2015-2017,95% Lower Confidence Limit,Years,76.68,Male,0 years,All,All
S16000126,2015-2017,95% Upper Confidence Limit,Years,81.01,Female,0 years,All,All
S16000126,2015-2017,95% Upper Confidence Limit,Years,77.4,Male,0 years,All,All
S16000126,2015-2017,95% Lower Confidence Limit,Years,79.68,Female,0 years,All,All
S16000126,2015-2017,Count,Years,76.6,Male,0 years,All,All
S16000126,2015-2017,95% Lower Confidence Limit,Years,75.8,Male,0 years,All,All
S16000126,2015-2017,Count,Years,80.34,Female,0 years,All,All
S16000127,2015-2017,95% Upper Confidence Limit,Years,75.93,Male,0 years,All,All
S16000127,2015-2017,95% Lower Confidence Limit,Years,74.21,Male,0 years,All,All
S16000127,2015-2017,Count,Years,75.07,Male,0 years,All,All
S16000127,2015-2017,95% Upper Confidence Limit,Years,80.29,Female,0 years,All,All
S16000127,2015-2017,Count,Years,79.5,Female,0 years,All,All
S16000127,2015-2017,95% Lower Confidence Limit,Years,78.72,Female,0 years,All,All
S16000128,2015-2017,Count,Years,78.26,Male,0 years,All,All
S16000128,2015-2017,95% Lower Confidence Limit,Years,80.3,Female,0 years,All,All
S16000128,2015-2017,95% Upper Confidence Limit,Years,78.96,Male,0 years,All,All
S16000128,2015-2017,95% Lower Confidence Limit,Years,77.57,Male,0 years,All,All
S16000128,2015-2017,Count,Years,80.97,Female,0 years,All,All
S16000128,2015-2017,95% Upper Confidence Limit,Years,81.63,Female,0 years,All,All
S16000129,2015-2017,95% Lower Confidence Limit,Years,75.04,Male,0 years,All,All
S16000129,2015-2017,95% Lower Confidence Limit,Years,80.06,Female,0 years,All,All
S16000129,2015-2017,Count,Years,80.79,Female,0 years,All,All
S16000129,2015-2017,95% Upper Confidence Limit,Years,76.83,Male,0 years,All,All
S16000129,2015-2017,95% Upper Confidence Limit,Years,81.53,Female,0 years,All,All
S16000129,2015-2017,Count,Years,75.94,Male,0 years,All,All
S16000130,2015-2017,95% Upper Confidence Limit,Years,82.06,Female,0 years,All,All
S16000130,2015-2017,Count,Years,81.43,Female,0 years,All,All
S16000130,2015-2017,Count,Years,77.78,Male,0 years,All,All
S16000130,2015-2017,95% Lower Confidence Limit,Years,77.04,Male,0 years,All,All
S16000130,2015-2017,95% Upper Confidence Limit,Years,78.53,Male,0 years,All,All
S16000130,2015-2017,95% Lower Confidence Limit,Years,80.8,Female,0 years,All,All
S16000131,2015-2017,Count,Years,78.78,Male,0 years,All,All
S16000131,2015-2017,95% Lower Confidence Limit,Years,78.01,Male,0 years,All,All
S16000131,2015-2017,95% Lower Confidence Limit,Years,81.96,Female,0 years,All,All
S16000131,2015-2017,Count,Years,82.68,Female,0 years,All,All
S16000131,2015-2017,95% Upper Confidence Limit,Years,79.55,Male,0 years,All,All
S16000131,2015-2017,95% Upper Confidence Limit,Years,83.39,Female,0 years,All,All
S16000132,2015-2017,Count,Years,78.8,Male,0 years,All,All
S16000132,2015-2017,95% Upper Confidence Limit,Years,82.63,Female,0 years,All,All
S16000132,2015-2017,95% Upper Confidence Limit,Years,79.54,Male,0 years,All,All
S16000132,2015-2017,95% Lower Confidence Limit,Years,81.19,Female,0 years,All,All
S16000132,2015-2017,95% Lower Confidence Limit,Years,78.07,Male,0 years,All,All
S16000132,2015-2017,Count,Years,81.91,Female,0 years,All,All
S16000133,2015-2017,Count,Years,74.59,Male,0 years,All,All
S16000133,2015-2017,95% Upper Confidence Limit,Years,75.43,Male,0 years,All,All
S16000133,2015-2017,95% Upper Confidence Limit,Years,79.1,Female,0 years,All,All
S16000133,2015-2017,95% Lower Confidence Limit,Years,73.75,Male,0 years,All,All
S16000133,2015-2017,Count,Years,78.34,Female,0 years,All,All
S16000133,2015-2017,95% Lower Confidence Limit,Years,77.58,Female,0 years,All,All
S16000134,2015-2017,Count,Years,82.44,Female,0 years,All,All
S16000134,2015-2017,95% Upper Confidence Limit,Years,83.19,Female,0 years,All,All
S16000134,2015-2017,Count,Years,79.59,Male,0 years,All,All
S16000134,2015-2017,95% Upper Confidence Limit,Years,80.36,Male,0 years,All,All
S16000134,2015-2017,95% Lower Confidence Limit,Years,78.83,Male,0 years,All,All
S16000134,2015-2017,95% Lower Confidence Limit,Years,81.69,Female,0 years,All,All
S16000135,2015-2017,95% Upper Confidence Limit,Years,83.08,Female,0 years,All,All
S16000135,2015-2017,95% Lower Confidence Limit,Years,78.03,Male,0 years,All,All
S16000135,2015-2017,95% Lower Confidence Limit,Years,80.3,Female,0 years,All,All
S16000135,2015-2017,Count,Years,79.52,Male,0 years,All,All
S16000135,2015-2017,Count,Years,81.69,Female,0 years,All,All
S16000135,2015-2017,95% Upper Confidence Limit,Years,81.01,Male,0 years,All,All
S16000136,2015-2017,Count,Years,79.14,Female,0 years,All,All
S16000136,2015-2017,Count,Years,75.49,Male,0 years,All,All
S16000136,2015-2017,95% Upper Confidence Limit,Years,76.27,Male,0 years,All,All
S16000136,2015-2017,95% Upper Confidence Limit,Years,79.87,Female,0 years,All,All
S16000136,2015-2017,95% Lower Confidence Limit,Years,78.41,Female,0 years,All,All
S16000136,2015-2017,95% Lower Confidence Limit,Years,74.72,Male,0 years,All,All
S16000137,2015-2017,Count,Years,82.01,Female,0 years,All,All
S16000137,2015-2017,95% Lower Confidence Limit,Years,81.22,Female,0 years,All,All
S16000137,2015-2017,95% Upper Confidence Limit,Years,82.8,Female,0 years,All,All
S16000137,2015-2017,95% Upper Confidence Limit,Years,79.26,Male,0 years,All,All
S16000137,2015-2017,Count,Years,78.37,Male,0 years,All,All
S16000137,2015-2017,95% Lower Confidence Limit,Years,77.48,Male,0 years,All,All
S16000138,2015-2017,Count,Years,80.32,Male,0 years,All,All
S16000138,2015-2017,95% Lower Confidence Limit,Years,82.16,Female,0 years,All,All
S16000138,2015-2017,Count,Years,82.91,Female,0 years,All,All
S16000138,2015-2017,95% Lower Confidence Limit,Years,79.54,Male,0 years,All,All
S16000138,2015-2017,95% Upper Confidence Limit,Years,83.66,Female,0 years,All,All
S16000138,2015-2017,95% Upper Confidence Limit,Years,81.11,Male,0 years,All,All
S16000139,2015-2017,Count,Years,81.69,Female,0 years,All,All
S16000139,2015-2017,95% Lower Confidence Limit,Years,76.52,Male,0 years,All,All
S16000139,2015-2017,Count,Years,77.32,Male,0 years,All,All
S16000139,2015-2017,95% Upper Confidence Limit,Years,82.44,Female,0 years,All,All
S16000139,2015-2017,95% Lower Confidence Limit,Years,80.95,Female,0 years,All,All
S16000139,2015-2017,95% Upper Confidence Limit,Years,78.12,Male,0 years,All,All
S16000140,2015-2017,95% Upper Confidence Limit,Years,81.56,Female,0 years,All,All
S16000140,2015-2017,95% Upper Confidence Limit,Years,77.17,Male,0 years,All,All
S16000140,2015-2017,95% Lower Confidence Limit,Years,75.47,Male,0 years,All,All
S16000140,2015-2017,Count,Years,76.32,Male,0 years,All,All
S16000140,2015-2017,Count,Years,80.79,Female,0 years,All,All
S16000140,2015-2017,95% Lower Confidence Limit,Years,80.02,Female,0 years,All,All
S16000141,2015-2017,95% Lower Confidence Limit,Years,78.7,Female,0 years,All,All
S16000141,2015-2017,95% Lower Confidence Limit,Years,74.59,Male,0 years,All,All
S16000141,2015-2017,Count,Years,79.38,Female,0 years,All,All
S16000141,2015-2017,95% Upper Confidence Limit,Years,80.07,Female,0 years,All,All
S16000141,2015-2017,95% Upper Confidence Limit,Years,76.12,Male,0 years,All,All
S16000141,2015-2017,Count,Years,75.35,Male,0 years,All,All
S16000142,2015-2017,Count,Years,83.19,Female,0 years,All,All
S16000142,2015-2017,95% Upper Confidence Limit,Years,84.26,Female,0 years,All,All
S16000142,2015-2017,95% Upper Confidence Limit,Years,79.6,Male,0 years,All,All
S16000142,2015-2017,95% Lower Confidence Limit,Years,82.11,Female,0 years,All,All
S16000142,2015-2017,Count,Years,78.29,Male,0 years,All,All
S16000142,2015-2017,95% Lower Confidence Limit,Years,76.98,Male,0 years,All,All
S16000143,2015-2017,95% Upper Confidence Limit,Years,84.31,Female,0 years,All,All
S16000143,2015-2017,95% Lower Confidence Limit,Years,82.93,Female,0 years,All,All
S16000143,2015-2017,95% Lower Confidence Limit,Years,77.42,Male,0 years,All,All
S16000143,2015-2017,95% Upper Confidence Limit,Years,79.1,Male,0 years,All,All
S16000143,2015-2017,Count,Years,78.26,Male,0 years,All,All
S16000143,2015-2017,Count,Years,83.62,Female,0 years,All,All
S16000144,2015-2017,95% Upper Confidence Limit,Years,82.94,Female,0 years,All,All
S16000144,2015-2017,Count,Years,78.4,Male,0 years,All,All
S16000144,2015-2017,95% Lower Confidence Limit,Years,77.61,Male,0 years,All,All
S16000144,2015-2017,95% Upper Confidence Limit,Years,79.18,Male,0 years,All,All
S16000144,2015-2017,Count,Years,82.24,Female,0 years,All,All
S16000144,2015-2017,95% Lower Confidence Limit,Years,81.53,Female,0 years,All,All
S16000146,2015-2017,Count,Years,79.8,Female,0 years,All,All
S16000146,2015-2017,95% Upper Confidence Limit,Years,76.07,Male,0 years,All,All
S16000146,2015-2017,95% Lower Confidence Limit,Years,79.1,Female,0 years,All,All
S16000146,2015-2017,95% Upper Confidence Limit,Years,80.51,Female,0 years,All,All
S16000146,2015-2017,95% Lower Confidence Limit,Years,74.47,Male,0 years,All,All
S16000146,2015-2017,Count,Years,75.27,Male,0 years,All,All
S12000047,2015-2017,Count,Years,80.81,Female,0 years,All,All
S12000047,2015-2017,95% Lower Confidence Limit,Years,76.82,Male,0 years,All,All
S12000047,2015-2017,Count,Years,77.19,Male,0 years,All,All
S12000047,2015-2017,95% Lower Confidence Limit,Years,80.47,Female,0 years,All,All
S12000047,2015-2017,95% Upper Confidence Limit,Years,81.15,Female,0 years,All,All
S12000047,2015-2017,95% Upper Confidence Limit,Years,77.56,Male,0 years,All,All
S12000048,2015-2017,Count,Years,79.33,Male,0 years,All,All
S12000048,2015-2017,95% Upper Confidence Limit,Years,83,Female,0 years,All,All
S12000048,2015-2017,Count,Years,82.46,Female,0 years,All,All
S12000048,2015-2017,95% Lower Confidence Limit,Years,78.74,Male,0 years,All,All
S12000048,2015-2017,95% Upper Confidence Limit,Years,79.93,Male,0 years,All,All
S12000048,2015-2017,95% Lower Confidence Limit,Years,81.92,Female,0 years,All,All
S08000029,2015-2017,Count,Years,77.19,Male,0 years,All,All
S08000029,2015-2017,95% Lower Confidence Limit,Years,76.82,Male,0 years,All,All
S08000029,2015-2017,95% Upper Confidence Limit,Years,77.56,Male,0 years,All,All
S08000029,2015-2017,95% Lower Confidence Limit,Years,80.47,Female,0 years,All,All
S08000029,2015-2017,95% Upper Confidence Limit,Years,81.15,Female,0 years,All,All
S08000029,2015-2017,Count,Years,80.81,Female,0 years,All,All
S08000030,2015-2017,95% Lower Confidence Limit,Years,80.85,Female,0 years,All,All
S08000030,2015-2017,Count,Years,81.19,Female,0 years,All,All
S08000030,2015-2017,Count,Years,77.1,Male,0 years,All,All
S08000030,2015-2017,95% Lower Confidence Limit,Years,76.74,Male,0 years,All,All
S08000030,2015-2017,95% Upper Confidence Limit,Years,81.52,Female,0 years,All,All
S08000030,2015-2017,95% Upper Confidence Limit,Years,77.46,Male,0 years,All,All
S16000147,2015-2017,Count,Years,77.72,Female,0 years,All,All
S16000147,2015-2017,95% Upper Confidence Limit,Years,72.95,Male,0 years,All,All
S16000147,2015-2017,95% Upper Confidence Limit,Years,78.44,Female,0 years,All,All
S16000147,2015-2017,95% Lower Confidence Limit,Years,71.39,Male,0 years,All,All
S16000147,2015-2017,95% Lower Confidence Limit,Years,77.01,Female,0 years,All,All
S16000147,2015-2017,Count,Years,72.17,Male,0 years,All,All
S16000148,2015-2017,95% Upper Confidence Limit,Years,83.43,Female,0 years,All,All
S16000148,2015-2017,Count,Years,82.75,Female,0 years,All,All
S16000148,2015-2017,95% Upper Confidence Limit,Years,80.39,Male,0 years,All,All
S16000148,2015-2017,95% Lower Confidence Limit,Years,78.8,Male,0 years,All,All
S16000148,2015-2017,95% Lower Confidence Limit,Years,82.07,Female,0 years,All,All
S16000148,2015-2017,Count,Years,79.59,Male,0 years,All,All
S08000031,2015-2017,95% Lower Confidence Limit,Years,79.81,Female,0 years,All,All
S08000031,2015-2017,Count,Years,75.31,Male,0 years,All,All
S08000031,2015-2017,95% Upper Confidence Limit,Years,80.19,Female,0 years,All,All
S08000031,2015-2017,95% Upper Confidence Limit,Years,75.51,Male,0 years,All,All
S08000031,2015-2017,95% Lower Confidence Limit,Years,75.1,Male,0 years,All,All
S08000031,2015-2017,Count,Years,80,Female,0 years,All,All
S08000032,2015-2017,95% Upper Confidence Limit,Years,80.29,Female,0 years,All,All
S08000032,2015-2017,95% Lower Confidence Limit,Years,79.81,Female,0 years,All,All
S08000032,2015-2017,Count,Years,80.05,Female,0 years,All,All
S08000032,2015-2017,95% Upper Confidence Limit,Years,76.3,Male,0 years,All,All
S08000032,2015-2017,Count,Years,76.03,Male,0 years,All,All
S08000032,2015-2017,95% Lower Confidence Limit,Years,75.76,Male,0 years,All,All
S12000049,2015-2017,95% Lower Confidence Limit,Years,73.06,Male,0 years,All,All
S12000049,2015-2017,Count,Years,78.73,Female,0 years,All,All
S12000049,2015-2017,95% Lower Confidence Limit,Years,78.45,Female,0 years,All,All
S12000049,2015-2017,95% Upper Confidence Limit,Years,79,Female,0 years,All,All
S12000049,2015-2017,95% Upper Confidence Limit,Years,73.63,Male,0 years,All,All
S12000049,2015-2017,Count,Years,73.35,Male,0 years,All,All
S12000050,2015-2017,95% Lower Confidence Limit,Years,79.08,Female,0 years,All,All
S12000050,2015-2017,95% Upper Confidence Limit,Years,79.76,Female,0 years,All,All
S12000050,2015-2017,95% Lower Confidence Limit,Years,74.91,Male,0 years,All,All
S12000050,2015-2017,Count,Years,75.29,Male,0 years,All,All
S12000050,2015-2017,95% Upper Confidence Limit,Years,75.66,Male,0 years,All,All
S12000050,2015-2017,Count,Years,79.42,Female,0 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,78.53,Female,0 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,74.26,Male,0 years,All,All
S12000039,2016-2018,Count,Years,74.99,Male,0 years,All,All
S12000039,2016-2018,95% Upper Confidence Limit,Years,75.72,Male,0 years,All,All
S12000039,2016-2018,Count,Years,79.2,Female,0 years,All,All
S12000039,2016-2018,95% Upper Confidence Limit,Years,79.87,Female,0 years,All,All
S12000040,2016-2018,95% Upper Confidence Limit,Years,81.26,Female,0 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,77.28,Male,0 years,All,All
S12000040,2016-2018,Count,Years,77.79,Male,0 years,All,All
S12000040,2016-2018,Count,Years,80.78,Female,0 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,80.3,Female,0 years,All,All
S12000040,2016-2018,95% Upper Confidence Limit,Years,78.3,Male,0 years,All,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,81.17,Female,0 years,All,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,74.8,Male,0 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,75.2,Male,0 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,70.7,Male,0 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,80.3,Male,0 years,4,All
S92000003,2016-2018,Count,Years,80.1,Male,0 years,4,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,71.2,Male,0 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,81.08,Female,0 years,All,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,77.5,Male,0 years,3,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,79.9,Male,0 years,4,All
S92000003,2016-2018,Count,Years,70.9,Male,0 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,77.06,Male,0 years,All,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,76.96,Male,0 years,All,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,77.15,Male,0 years,All,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,81.9,Male,0 years,5 - least deprived,All
S92000003,2016-2018,Count,Years,82.1,Male,0 years,5 - least deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,82.3,Male,0 years,5 - least deprived,All
S92000003,2016-2018,Count,Years,75,Male,0 years,2,All
S92000003,2016-2018,Count,Years,76.7,Female,0 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,84.8,Female,0 years,5 - least deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,85,Female,0 years,5 - least deprived,All
S92000003,2016-2018,Count,Years,81.6,Female,0 years,3,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,76.5,Female,0 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,81.8,Female,0 years,3,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,76.9,Female,0 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,79.7,Female,0 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,79.3,Female,0 years,2,All
S92000003,2016-2018,Count,Years,77.7,Male,0 years,3,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,80.99,Female,0 years,All,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,77.9,Male,0 years,3,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,81.4,Female,0 years,3,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,84.6,Female,0 years,5 - least deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,82.9,Female,0 years,4,All
S92000003,2016-2018,Count,Years,83,Female,0 years,4,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,83.2,Female,0 years,4,All
S92000003,2016-2018,Count,Years,79.5,Female,0 years,2,All
S12000005,2016-2018,95% Lower Confidence Limit,Years,75.83,Male,0 years,All,All
S12000005,2016-2018,Count,Years,76.9,Male,0 years,All,All
S12000005,2016-2018,95% Upper Confidence Limit,Years,77.98,Male,0 years,All,All
S12000005,2016-2018,Count,Years,80.67,Female,0 years,All,All
S12000005,2016-2018,95% Upper Confidence Limit,Years,81.49,Female,0 years,All,All
S12000005,2016-2018,95% Lower Confidence Limit,Years,79.85,Female,0 years,All,All
S12000006,2016-2018,95% Lower Confidence Limit,Years,77.32,Male,0 years,All,All
S12000006,2016-2018,95% Upper Confidence Limit,Years,82.28,Female,0 years,All,All
S12000006,2016-2018,Count,Years,81.76,Female,0 years,All,All
S12000006,2016-2018,95% Lower Confidence Limit,Years,81.24,Female,0 years,All,All
S12000006,2016-2018,Count,Years,77.92,Male,0 years,All,All
S12000006,2016-2018,95% Upper Confidence Limit,Years,78.52,Male,0 years,All,All
S12000008,2016-2018,Count,Years,79.96,Female,0 years,All,All
S12000008,2016-2018,95% Upper Confidence Limit,Years,80.52,Female,0 years,All,All
S12000008,2016-2018,95% Lower Confidence Limit,Years,75.38,Male,0 years,All,All
S12000008,2016-2018,Count,Years,76.01,Male,0 years,All,All
S12000008,2016-2018,95% Lower Confidence Limit,Years,79.4,Female,0 years,All,All
S12000008,2016-2018,95% Upper Confidence Limit,Years,76.64,Male,0 years,All,All
S12000010,2016-2018,Count,Years,82.37,Female,0 years,All,All
S12000010,2016-2018,95% Upper Confidence Limit,Years,82.95,Female,0 years,All,All
S12000010,2016-2018,95% Lower Confidence Limit,Years,81.79,Female,0 years,All,All
S12000010,2016-2018,95% Lower Confidence Limit,Years,77.94,Male,0 years,All,All
S12000010,2016-2018,95% Upper Confidence Limit,Years,79.34,Male,0 years,All,All
S12000010,2016-2018,Count,Years,78.64,Male,0 years,All,All
S12000011,2016-2018,Count,Years,80.68,Male,0 years,All,All
S12000011,2016-2018,95% Upper Confidence Limit,Years,81.36,Male,0 years,All,All
S12000011,2016-2018,Count,Years,83.57,Female,0 years,All,All
