FeatureCode,DateCode,Measurement,Units,Value,Currently Smokes Cigarettes,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Age
S12000042,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.6,No,Owned Outright,All,All,All,All
S12000033,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,79.6,No,Owned Outright,All,All,All,All
S08000029,2014,Percent,Percent Of Adults,91,No,Owned Outright,All,All,All,All
S12000047,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.1,Yes,Owned Outright,All,All,All,All
S12000021,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,84.8,No,Owned Outright,All,All,All,All
S12000013,2013,Percent,Percent Of Adults,14.5,Yes,Owned Outright,All,All,All,All
S12000011,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,2.7,Yes,Owned Outright,All,All,All,All
S08000029,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.6,Yes,Owned Outright,All,All,All,All
S12000008,2016,Percent,Percent Of Adults,15,Yes,Owned Outright,All,All,All,All
S12000045,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,5,Yes,Owned Outright,All,All,All,All
S12000026,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.2,Yes,All,All,All,All,35-64 years
S12000014,2018,Percent,Percent Of Adults,8.7,Yes,Owned Outright,All,All,All,All
S12000038,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.4,Yes,Owned Outright,All,All,All,All
S12000049,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.7,Yes,Owned Outright,All,All,All,All
S12000035,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,4,Yes,Owned Outright,All,All,All,All
S12000028,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.4,Yes,Owned Outright,All,All,All,All
S12000047,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.1,Yes,Owned Outright,All,All,All,All
S12000028,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,15.4,Yes,Owned Outright,All,All,All,All
S12000047,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.5,Yes,Owned Outright,All,All,All,All
S12000008,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.8,Yes,Owned Outright,All,All,All,All
S12000005,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,9.6,Yes,Owned Outright,All,All,All,All
S12000028,2018,Percent,Percent Of Adults,8.7,Yes,Owned Outright,All,All,All,All
S12000042,2018,Percent,Percent Of Adults,17.6,Yes,All,All,All,All,65 years and over
S12000013,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.4,Yes,Owned Outright,All,All,All,All
S92000003,2012,Percent,Percent Of Adults,13.6,Yes,Owned Outright,All,All,All,All
S12000026,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,5,Yes,Owned Outright,All,All,All,All
S12000008,2013,Percent,Percent Of Adults,14.6,Yes,Owned Outright,All,All,All,All
S12000014,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.3,Yes,Owned Outright,All,All,All,All
S12000047,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.4,Yes,Owned Outright,All,All,All,All
S08000031,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.5,Yes,Owned Outright,All,All,All,All
S12000008,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.3,Yes,Owned Outright,All,All,All,All
S12000011,2013,Percent,Percent Of Adults,13.4,Yes,Owned Outright,All,All,All,All
S08000025,2017,Percent,Percent Of Adults,17.1,Yes,Owned Outright,All,All,All,All
S12000035,2017,Percent,Percent Of Adults,87.1,No,Owned Outright,All,All,All,All
S12000005,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.6,Yes,Owned Outright,All,All,All,All
S08000029,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.4,Yes,Owned Outright,All,All,All,All
S08000030,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,86.7,No,Owned Outright,All,All,All,All
S12000026,2012,Percent,Percent Of Adults,10.2,Yes,Owned Outright,All,All,All,All
S12000048,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.7,Yes,Owned Outright,All,All,All,All
S12000041,2015,Percent,Percent Of Adults,9.4,Yes,All,All,All,All,65 years and over
S08000015,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,86.8,No,Owned Outright,All,All,All,All
S12000047,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,16,Yes,Owned Outright,All,All,All,All
S12000048,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,11.5,Yes,Owned Outright,All,All,All,All
S12000011,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,10,Yes,Owned Outright,All,All,All,All
S08000028,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.9,Yes,All,All,All,All,65 years and over
S12000026,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.8,Yes,Owned Outright,All,All,All,All
S12000026,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.6,Yes,Owned Outright,All,All,All,All
S12000035,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,18,Yes,Owned Outright,All,All,All,All
S12000013,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,6,Yes,Owned Outright,All,All,All,All
S12000040,2012,Percent,Percent Of Adults,81.8,No,Owned Outright,All,All,All,All
S12000042,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.6,Yes,Owned Outright,All,All,All,All
S08000016,2016,Percent,Percent Of Adults,6.6,Yes,Owned Outright,All,All,All,All
S08000026,2016,Percent,Percent Of Adults,6.4,Yes,All,All,All,All,65 years and over
S12000033,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.7,Yes,All,All,All,All,35-64 years
S08000022,2016,Percent,Percent Of Adults,91.7,No,Owned Outright,All,All,All,All
S12000045,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.9,Yes,Owned Outright,All,All,All,All
S12000039,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.9,Yes,Owned Outright,All,All,All,All
S12000019,2014,Percent,Percent Of Adults,13.8,Yes,Owned Outright,All,All,All,All
S12000042,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,23.9,Yes,All,All,All,All,35-64 years
S08000020,2016,Percent,Percent Of Adults,11.5,Yes,Owned Outright,All,All,All,All
S12000042,2012,Percent,Percent Of Adults,17.9,Yes,Owned Outright,All,All,All,All
S12000008,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,75,No,Owned Outright,All,All,All,All
S12000040,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.8,Yes,All,All,All,All,65 years and over
S12000041,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,15.5,Yes,All,All,All,All,65 years and over
S12000006,2015,Percent,Percent Of Adults,10.9,Yes,All,All,All,All,65 years and over
S08000017,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.4,Yes,All,All,All,All,65 years and over
S12000017,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,9.7,Yes,All,All,All,All,65 years and over
S12000013,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.9,Yes,All,All,All,All,65 years and over
S12000047,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,12.5,Yes,All,All,All,All,65 years and over
S12000006,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.4,Yes,All,All,All,All,35-64 years
S12000036,2014,Percent,Percent Of Adults,18.9,Yes,All,All,All,All,35-64 years
S12000014,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,16,Yes,Owned Outright,All,All,All,All
S08000025,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.6,Yes,All,All,All,All,65 years and over
S12000017,2014,Percent,Percent Of Adults,6.4,Yes,All,All,All,All,65 years and over
S12000006,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,10.9,Yes,All,All,All,All,65 years and over
S12000021,2014,Percent,Percent Of Adults,85.5,No,Owned Outright,All,All,All,All
S12000036,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.2,Yes,Owned Outright,All,All,All,All
S12000011,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,5.3,Yes,Owned Outright,All,All,All,All
S12000050,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,24.7,Yes,All,All,All,All,35-64 years
S12000047,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.8,Yes,Owned Outright,All,All,All,All
S12000013,2012,Percent,Percent Of Adults,16.5,Yes,Owned Outright,All,All,All,All
S12000036,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,9.9,Yes,Owned Outright,All,All,All,All
S12000030,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.7,Yes,All,All,All,All,35-64 years
S12000035,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.7,Yes,All,All,All,All,35-64 years
S12000005,2016,Percent,Percent Of Adults,5.3,Yes,Owned Outright,All,All,All,All
S12000028,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.3,No,Owned Outright,All,All,All,All
S12000014,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,13.2,Yes,Owned Outright,All,All,All,All
S12000026,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,4,Yes,Owned Outright,All,All,All,All
S08000017,2012,Percent,Percent Of Adults,12.1,Yes,All,All,All,All,65 years and over
S12000035,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,12.8,Yes,All,All,All,All,65 years and over
S12000039,2017,Percent,Percent Of Adults,9,Yes,All,All,All,All,65 years and over
S12000033,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.5,Yes,All,All,All,All,35-64 years
S12000029,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.2,No,Owned Outright,All,All,All,All
S12000005,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,8,Yes,All,All,All,All,65 years and over
S12000035,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.8,Yes,Owned Outright,All,All,All,All
S12000026,2018,Percent,Percent Of Adults,9.4,Yes,Owned Outright,All,All,All,All
S12000035,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,10.7,Yes,Owned Outright,All,All,All,All
S08000015,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.1,Yes,All,All,All,All,65 years and over
S12000035,2018,Percent,Percent Of Adults,7.3,Yes,Owned Outright,All,All,All,All
S12000047,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.4,Yes,Owned Outright,All,All,All,All
S12000040,2014,Percent,Percent Of Adults,20.6,Yes,All,All,All,All,65 years and over
S12000042,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,38.7,Yes,All,All,All,All,35-64 years
S12000041,2014,Percent,Percent Of Adults,27.2,Yes,All,All,All,All,35-64 years
S12000035,2014,Percent,Percent Of Adults,20.8,Yes,All,All,All,All,35-64 years
S08000029,2014,Percent,Percent Of Adults,9.6,Yes,All,All,All,All,65 years and over
S12000026,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,12.3,Yes,All,All,All,All,65 years and over
S12000018,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.8,Yes,All,All,All,All,65 years and over
S12000034,2013,Percent,Percent Of Adults,10.4,Yes,All,All,All,All,65 years and over
S12000026,2014,Percent,Percent Of Adults,9.3,Yes,Owned Outright,All,All,All,All
S08000031,2012,Percent,Percent Of Adults,14.6,Yes,Owned Outright,All,All,All,All
S12000040,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.9,Yes,All,All,All,All,65 years and over
S12000020,2017,Percent,Percent Of Adults,7.3,Yes,Owned Outright,All,All,All,All
S12000038,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.2,Yes,All,All,All,All,65 years and over
S08000019,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.4,No,Owned Outright,All,All,All,All
S12000018,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,4,Yes,All,All,All,All,16-34 years
S08000019,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.7,Yes,All,All,All,All,16-34 years
S08000029,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,94.2,No,Owned Outright,All,All,All,All
S08000016,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,46.4,Yes,All,All,All,All,16-34 years
S12000011,2015,Percent,Percent Of Adults,6.9,Yes,All,All,All,All,16-34 years
S08000025,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.8,Yes,All,All,All,All,16-34 years
S12000010,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,2.4,Yes,All,All,All,All,65 years and over
S12000040,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.4,Yes,All,All,All,All,65 years and over
S12000042,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.5,Yes,All,All,All,All,65 years and over
S08000025,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.6,Yes,All,All,All,All,65 years and over
S12000030,2015,Percent,Percent Of Adults,7.2,Yes,All,All,All,All,65 years and over
S12000008,2014,Percent,Percent Of Adults,14.4,Yes,Owned Outright,All,All,All,All
S08000031,2014,Percent,Percent Of Adults,85.6,No,Owned Outright,All,All,All,All
S12000047,2018,Percent,Percent Of Adults,9.3,Yes,Owned Outright,All,All,All,All
S08000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,12.8,Yes,All,All,All,All,65 years and over
S92000003,2017,Percent,Percent Of Adults,11.3,Yes,All,All,All,All,65 years and over
S12000048,2012,Percent,Percent Of Adults,13,Yes,Owned Outright,All,All,All,All
S12000013,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.9,Yes,All,All,All,All,65 years and over
S12000006,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.7,No,Owned Outright,All,All,All,All
S12000045,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.5,Yes,All,All,All,All,65 years and over
S08000022,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.7,Yes,All,All,All,All,65 years and over
S12000019,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.6,Yes,All,All,All,All,65 years and over
S12000020,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,12.7,Yes,All,All,All,All,65 years and over
S12000018,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.5,Yes,All,All,All,All,65 years and over
S08000025,2016,Percent,Percent Of Adults,4.7,Yes,All,All,All,All,65 years and over
S08000015,2012,Percent,Percent Of Adults,87.5,No,Owned Outright,All,All,All,All
S08000020,2012,Percent,Percent Of Adults,86.9,No,Owned Outright,All,All,All,All
S08000029,2013,Percent,Percent Of Adults,8.9,Yes,All,All,All,All,65 years and over
S08000031,2015,Percent,Percent Of Adults,86,No,Owned Outright,All,All,All,All
S12000008,2012,Percent,Percent Of Adults,14.3,Yes,Owned Outright,All,All,All,All
S08000031,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.8,Yes,Owned Outright,All,All,All,All
S08000031,2014,Percent,Percent Of Adults,14.4,Yes,Owned Outright,All,All,All,All
S12000036,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,87.2,No,Owned Outright,All,All,All,All
S08000020,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,90.5,No,Owned Outright,All,All,All,All
S08000030,2013,Percent,Percent Of Adults,89.6,No,Owned Outright,All,All,All,All
S08000025,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,97.1,No,Owned Outright,All,All,All,All
S08000030,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,92.3,No,Owned Outright,All,All,All,All
S08000029,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,87.8,No,Owned Outright,All,All,All,All
S13002668,2012-2015,Percent,Percent Of Adults,17.8,Yes,All,All,All,All,All
S12000038,2013,Percent,Percent Of Adults,24.2,Yes,All,All,All,All,16-34 years
S14000011,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.1,Yes,All,All,All,All,All
S13002665,2012-2015,Percent,Percent Of Adults,16.8,Yes,All,All,All,All,All
S13002664,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.1,Yes,All,All,All,All,All
S14000010,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.8,Yes,All,All,All,All,All
S14000004,2016-2017,Percent,Percent Of Adults,19.2,Yes,All,All,All,All,All
S12000041,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.6,Yes,All,All,All,All,16-34 years
S12000014,2012,Percent,Percent Of Adults,26.8,Yes,All,All,All,All,16-34 years
S12000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,37.1,Yes,All,All,All,All,16-34 years
S13002803,2012-2015,Percent,Percent Of Adults,27.4,Yes,All,All,All,All,All
S13002683,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.5,Yes,All,All,All,All,All
S12000014,2013,Percent,Percent Of Adults,83.1,No,Owned Outright,All,All,All,All
S12000018,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.3,No,Owned Outright,All,All,All,All
S13002782,2012-2015,Percent,Percent Of Adults,15.6,Yes,All,All,All,All,All
S13002726,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,37.8,Yes,All,All,All,All,All
S08000026,2016,Percent,Percent Of Adults,89.7,No,Owned Outright,All,All,All,All
S13002682,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.6,Yes,All,All,All,All,All
S13002673,2012-2015,Percent,Percent Of Adults,24.8,Yes,All,All,All,All,All
S08000020,2016,Percent,Percent Of Adults,88.5,No,Owned Outright,All,All,All,All
S08000026,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.4,No,Owned Outright,All,All,All,All
S13002776,2012-2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.6,Yes,All,All,All,All,All
S08000031,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,85.2,No,Owned Outright,All,All,All,All
S12000008,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,92.6,No,Owned Outright,All,All,All,All
S13002806,2012-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.7,Yes,All,All,All,All,All
S12000006,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.1,No,Owned Outright,All,All,All,All
S12000026,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.9,Yes,All,All,All,All,16-34 years
S08000020,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.5,No,Owned Outright,All,All,All,All
S12000008,2012,Percent,Percent Of Adults,32.5,Yes,All,All,All,All,16-34 years
S12000048,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,86.5,No,Owned Outright,All,All,All,All
S12000011,2013,Percent,Percent Of Adults,13.4,Yes,All,All,All,All,16-34 years
S12000050,2012,Percent,Percent Of Adults,26.6,Yes,All,All,All,All,16-34 years
S12000013,2012,Percent,Percent Of Adults,21.4,Yes,All,All,All,All,16-34 years
S12000019,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.2,Yes,All,All,All,All,16-34 years
S12000049,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,30,Yes,All,All,All,All,16-34 years
S08000024,2016,Percent,Percent Of Adults,19.9,Yes,All,All,All,All,16-34 years
S12000005,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.1,Yes,All,All,All,All,16-34 years
S12000010,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,96.4,No,Owned Outright,All,All,All,All
S12000033,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.2,Yes,All,All,All,All,16-34 years
S12000038,2012,Percent,Percent Of Adults,30.4,Yes,All,All,All,All,16-34 years
S12000041,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.5,Yes,All,All,All,All,16-34 years
S12000049,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,18,Yes,All,All,All,All,16-34 years
S12000036,2015,Percent,Percent Of Adults,18.2,Yes,All,All,All,All,16-34 years
S12000042,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,34.2,Yes,All,All,All,All,16-34 years
S12000039,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.4,Yes,All,All,All,All,16-34 years
S12000006,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.4,Yes,All,All,All,All,16-34 years
S12000050,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.7,Yes,All,All,All,All,16-34 years
S08000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.3,Yes,All,All,All,All,16-34 years
S12000008,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,44.4,Yes,All,All,All,All,16-34 years
S92000003,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.7,Yes,All,All,All,All,16-34 years
S12000036,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.8,Yes,All,All,All,All,16-34 years
S13002724,2014-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,34.5,Yes,All,All,All,All,All
S08000032,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.4,Yes,All,All,All,All,65 years and over
S12000042,2018,Percent,Percent Of Adults,11.4,Yes,Owned Outright,All,All,All,All
S12000042,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.6,Yes,Owned Outright,All,All,All,All
S12000041,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,34.2,Yes,All,All,All,All,35-64 years
S08000020,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,85.4,No,Owned Outright,All,All,All,All
S08000017,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,93.1,No,Owned Outright,All,All,All,All
S12000045,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.1,Yes,Owned Outright,All,All,All,All
S12000045,2018,Percent,Percent Of Adults,3.6,Yes,Owned Outright,All,All,All,All
S12000038,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,82,No,Owned Outright,All,All,All,All
S12000033,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,83.9,No,Owned Outright,All,All,All,All
S08000029,2018,Percent,Percent Of Adults,11.8,Yes,All,All,All,All,65 years and over
S12000041,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,5,Yes,All,All,All,All,65 years and over
S12000033,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.7,Yes,All,All,All,All,35-64 years
S12000036,2012,Percent,Percent Of Adults,25.3,Yes,All,All,All,All,35-64 years
S08000028,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,94,No,Owned Outright,All,All,All,All
S12000030,2016,Percent,Percent Of Adults,14.6,Yes,All,All,All,All,35-64 years
S12000036,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.3,Yes,All,All,All,All,35-64 years
S12000005,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.3,Yes,All,All,All,All,35-64 years
S12000030,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.5,Yes,All,All,All,All,35-64 years
S12000033,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.9,Yes,All,All,All,All,35-64 years
S12000036,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.6,Yes,All,All,All,All,35-64 years
S12000039,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.5,No,Owned Outright,All,All,All,All
S08000031,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,83,No,Owned Outright,All,All,All,All
S08000031,2013,Percent,Percent Of Adults,87.8,No,Owned Outright,All,All,All,All
S12000021,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,78.5,No,Owned Outright,All,All,All,All
S12000028,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.4,Yes,All,All,All,All,65 years and over
S12000023,2017,Percent,Percent Of Adults,6.6,Yes,All,All,All,All,65 years and over
S12000039,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.6,Yes,All,All,All,All,65 years and over
S08000026,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,8,Yes,All,All,All,All,65 years and over
S12000018,2014-2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.1,Yes,All,All,All,All,All
S12000028,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,13.3,Yes,Owned Outright,All,All,All,All
S13002660,2012-2015,Percent,Percent Of Adults,24.6,Yes,All,All,All,All,All
S12000034,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.3,Yes,All,All,All,All,35-64 years
S12000040,2018,Percent,Percent Of Adults,3.8,Yes,Owned Outright,All,All,All,All
S12000040,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.5,Yes,Owned Outright,All,All,All,All
S12000021,2016,Percent,Percent Of Adults,89.8,No,Owned Outright,All,All,All,All
S12000035,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,34.3,Yes,All,All,All,All,35-64 years
S08000015,2016,Percent,Percent Of Adults,88.7,No,Owned Outright,All,All,All,All
S12000041,2018,Percent,Percent Of Adults,8.9,Yes,Owned Outright,All,All,All,All
S14000016,2016-2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.5,Yes,All,All,All,All,All
S12000041,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,13.7,Yes,Owned Outright,All,All,All,All
S08000017,2016,Percent,Percent Of Adults,88.1,No,Owned Outright,All,All,All,All
S12000048,2013,Percent,Percent Of Adults,7.3,Yes,Owned Outright,All,All,All,All
S12000040,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,7,Yes,Owned Outright,All,All,All,All
S12000026,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,97,No,Owned Outright,All,All,All,All
S12000047,2013,Percent,Percent Of Adults,87.7,No,Owned Outright,All,All,All,All
S14000019,2016-2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.7,Yes,All,All,All,All,All
S12000026,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,85.1,No,Owned Outright,All,All,All,All
S12000035,2018,Percent,Percent Of Adults,92.7,No,Owned Outright,All,All,All,All
S12000020,2014,Percent,Percent Of Adults,89.8,No,Owned Outright,All,All,All,All
S12000028,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,13.8,Yes,All,All,All,All,65 years and over
S12000039,2012,Percent,Percent Of Adults,16.1,Yes,All,All,All,All,65 years and over
S12000038,2013,Percent,Percent Of Adults,16.7,Yes,All,All,All,All,65 years and over
S12000048,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.2,Yes,All,All,All,All,65 years and over
S12000014,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,20.9,Yes,All,All,All,All,65 years and over
S08000024,2016,Percent,Percent Of Adults,8.8,Yes,All,All,All,All,65 years and over
S12000050,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.4,Yes,All,All,All,All,65 years and over
S08000024,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.6,Yes,All,All,All,All,65 years and over
S12000041,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.4,Yes,All,All,All,All,65 years and over
S12000029,2013,Percent,Percent Of Adults,12.5,Yes,All,All,All,All,65 years and over
S12000048,2012,Percent,Percent Of Adults,12.7,Yes,All,All,All,All,65 years and over
S12000040,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.8,Yes,All,All,All,All,65 years and over
S12000023,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.1,Yes,All,All,All,All,65 years and over
